# energy(eV) alpha
5.517369999999999663e+01 1.607705235207213809e+04
5.522109999999999985e+01 1.618380287006843173e+04
5.526859999999999928e+01 1.638631659120253607e+04
5.531609999999999872e+01 1.639830163798942885e+04
5.536359999999999815e+01 1.631499161368372188e+04
5.541109999999999758e+01 1.632701684249150821e+04
5.545850000000000080e+01 1.614761943783969218e+04
5.550600000000000023e+01 1.615922283260386212e+04
5.555349999999999966e+01 1.617081392480932118e+04
5.560099999999999909e+01 1.618288390493307634e+04
5.564849999999999852e+01 1.629051488877960401e+04
5.569599999999999795e+01 1.630280582987071284e+04
5.574340000000000117e+01 1.631523423982574059e+04
5.579090000000000060e+01 1.613554333108397805e+04
5.583840000000000003e+01 1.605116118732572613e+04
5.588589999999999947e+01 1.587009799577727972e+04
5.593339999999999890e+01 1.588149323224893305e+04
5.598080000000000211e+01 1.589331144861436042e+04
5.602830000000000155e+01 1.609748216382604733e+04
5.607580000000000098e+01 1.630352806679491732e+04
5.612330000000000041e+01 1.631609609066134908e+04
5.617079999999999984e+01 1.613592231432111839e+04
5.621829999999999927e+01 1.595524406515603187e+04
5.626570000000000249e+01 1.558028146965923042e+04
5.631320000000000192e+01 1.530132644581515342e+04
5.636070000000000135e+01 1.511885161431215784e+04
5.640820000000000078e+01 1.513008487629910815e+04
5.645570000000000022e+01 1.494712141519457509e+04
5.650310000000000343e+01 1.486110029808199033e+04
5.655060000000000286e+01 1.487207350228998803e+04
5.659810000000000230e+01 1.498053625693377398e+04
5.664560000000000173e+01 1.518664225809785603e+04
5.669310000000000116e+01 1.519860508890193341e+04
5.674049999999999727e+01 1.530818072451020453e+04
5.678799999999999670e+01 1.531964345928283001e+04
5.683550000000000324e+01 1.533191148502197211e+04
5.688300000000000267e+01 1.553909073093645566e+04
5.693050000000000210e+01 1.564999310853669704e+04
5.697800000000000153e+01 1.566331919608013231e+04
5.702539999999999765e+01 1.567665970393017960e+04
5.707289999999999708e+01 1.539530371421433483e+04
5.712039999999999651e+01 1.501579756597764208e+04
5.716790000000000305e+01 1.473311029966225578e+04
5.721540000000000248e+01 1.435138792422939332e+04
5.726279999999999859e+01 1.406814704654279740e+04
5.731029999999999802e+01 1.368570364967591922e+04
5.735779999999999745e+01 1.310561290625695256e+04
5.740529999999999688e+01 1.262271463268661864e+04
5.745280000000000342e+01 1.194139317840436161e+04
5.750030000000000285e+01 1.145641152719625643e+04
5.754769999999999897e+01 1.106976073113621351e+04
5.759519999999999840e+01 1.058319055867493262e+04
5.764269999999999783e+01 1.019531371316501281e+04
5.769019999999999726e+01 9.905551795589313770e+03
5.773769999999999669e+01 9.516515639946954252e+03
5.778509999999999991e+01 9.126528234113558938e+03
5.783259999999999934e+01 8.736154776224540910e+03
5.788009999999999877e+01 8.344984234566811210e+03
5.792759999999999820e+01 8.052576595290772275e+03
5.797509999999999764e+01 7.759714310566451786e+03
5.802259999999999707e+01 7.566003264824733378e+03
5.807000000000000028e+01 7.272291090469119808e+03
5.811749999999999972e+01 7.277540544621686422e+03
5.816499999999999915e+01 7.182826026590165384e+03
5.821249999999999858e+01 7.287794756453577975e+03
5.825999999999999801e+01 7.293113237411066621e+03
5.830740000000000123e+01 7.198494380334367634e+03
5.835490000000000066e+01 7.403766915783132390e+03
5.840240000000000009e+01 7.309149490535880432e+03
5.844989999999999952e+01 7.314469745638533823e+03
5.849739999999999895e+01 7.219750954129177444e+03
5.854489999999999839e+01 7.225122341971211426e+03
5.859230000000000160e+01 7.230475753480801359e+03
5.863980000000000103e+01 7.034858214774564658e+03
5.868730000000000047e+01 7.040070117031539667e+03
5.873479999999999990e+01 7.045291681925606099e+03
5.878229999999999933e+01 6.849067303180515410e+03
5.882970000000000255e+01 6.753205329481850640e+03
5.887720000000000198e+01 6.758253261802926318e+03
5.892470000000000141e+01 6.763118987043731067e+03
5.897220000000000084e+01 6.869130621999615869e+03
5.901970000000000027e+01 6.874320638061203681e+03
5.906710000000000349e+01 6.879368276920277822e+03
5.911460000000000292e+01 6.884557028692698623e+03
5.916210000000000235e+01 6.889745238103419069e+03
5.920960000000000178e+01 6.793525078586445488e+03
5.925710000000000122e+01 6.798625738009020097e+03
5.930460000000000065e+01 6.702186576404237712e+03
5.935199999999999676e+01 6.503947468717323318e+03
5.939950000000000330e+01 6.508483997303380420e+03
5.944700000000000273e+01 6.513364637274930828e+03
5.949450000000000216e+01 6.416270478994352743e+03
5.954200000000000159e+01 6.522972654738720848e+03
5.958939999999999770e+01 6.527720274819109363e+03
5.963689999999999714e+01 6.532651139837916162e+03
5.968439999999999657e+01 6.537403388920875841e+03
5.973190000000000310e+01 6.440046758010522353e+03
5.977940000000000254e+01 6.444858505112483726e+03
5.982690000000000197e+01 6.449470043184329370e+03
5.987429999999999808e+01 6.454133083473472652e+03
5.992179999999999751e+01 6.561402330329994584e+03
5.996929999999999694e+01 6.668743881525065262e+03
6.001680000000000348e+01 6.673725855844591024e+03
6.006430000000000291e+01 6.678797028197840518e+03
6.011169999999999902e+01 6.786556323230824091e+03
6.015919999999999845e+01 6.791634070485921256e+03
6.020669999999999789e+01 6.899885152222468605e+03
6.025419999999999732e+01 6.801910214777896726e+03
6.030169999999999675e+01 6.910090526081415192e+03
6.034920000000000329e+01 6.915300905898275232e+03
6.039659999999999940e+01 6.920388356679063691e+03
6.044409999999999883e+01 6.925571427303834753e+03
6.049159999999999826e+01 6.930786112852799306e+03
6.053909999999999769e+01 6.935872943707542618e+03
6.058659999999999712e+01 6.940959336484343112e+03
6.063400000000000034e+01 7.049901882135086453e+03
6.068149999999999977e+01 7.158810951451335313e+03
6.072899999999999920e+01 7.164340243815073336e+03
6.077649999999999864e+01 7.169816161232402919e+03
6.082399999999999807e+01 7.175302602677785217e+03
6.087149999999999750e+01 7.180666035336161258e+03
6.091890000000000072e+01 6.977838498432468441e+03
6.096640000000000015e+01 6.983161863404940050e+03
6.101389999999999958e+01 6.779810292170070170e+03
6.106139999999999901e+01 6.680472156325246033e+03
6.110889999999999844e+01 6.685668932478845818e+03
6.115630000000000166e+01 6.481425403517582708e+03
6.120380000000000109e+01 6.381636914160858396e+03
6.125130000000000052e+01 6.386477150606926443e+03
6.129879999999999995e+01 6.076945324814667401e+03
6.134629999999999939e+01 5.871810509802271554e+03
6.139370000000000260e+01 5.666180327551512164e+03
6.144120000000000203e+01 5.460272314446679047e+03
6.148870000000000147e+01 5.149002841032795914e+03
6.153620000000000090e+01 5.047572260853703483e+03
6.158370000000000033e+01 4.735522390576196813e+03
6.163119999999999976e+01 4.633383257944645266e+03
6.167860000000000298e+01 4.531343340786327644e+03
6.172610000000000241e+01 4.428916456684605691e+03
6.177360000000000184e+01 4.432097991518948220e+03
6.182110000000000127e+01 4.329685771543265218e+03
6.186860000000000070e+01 4.332639686990397422e+03
6.191599999999999682e+01 4.229927831410957879e+03
6.196350000000000335e+01 4.127065754865036979e+03
6.201100000000000279e+01 4.130018421205301820e+03
6.205850000000000222e+01 4.344844191537155893e+03
6.210600000000000165e+01 4.347795927717204904e+03
6.215350000000000108e+01 4.350898957483251252e+03
6.220089999999999719e+01 4.353924176666679159e+03
6.224839999999999662e+01 4.675654352158589063e+03
6.229590000000000316e+01 4.679064732414460195e+03
6.234340000000000259e+01 4.895304641956296109e+03
6.239090000000000202e+01 5.005356380718832952e+03
6.243829999999999814e+01 5.008936034847622977e+03
6.248579999999999757e+01 5.012577810594976654e+03
6.253329999999999700e+01 5.016132195823663096e+03
6.258080000000000354e+01 5.019686231310405674e+03
6.262830000000000297e+01 5.130119254900483611e+03
6.267580000000000240e+01 5.026880584987919974e+03
6.272319999999999851e+01 5.030425604492616003e+03
6.277069999999999794e+01 5.033901808032459485e+03
6.281819999999999737e+01 5.037443146307415191e+03
6.286569999999999681e+01 5.040995085415983340e+03
6.291320000000000334e+01 5.151873935110740604e+03
6.296059999999999945e+01 5.262900613770857490e+03
6.300809999999999889e+01 5.266690289054109599e+03
6.305559999999999832e+01 5.270391925129949414e+03
6.310309999999999775e+01 5.274005450666601973e+03
6.315059999999999718e+01 5.277706352516399420e+03
6.319809999999999661e+01 5.281236651803591485e+03
6.324549999999999983e+01 5.392624622288253704e+03
6.329299999999999926e+01 5.504325340441452681e+03
6.334049999999999869e+01 5.832085307015953731e+03
6.338799999999999812e+01 5.836161745906259057e+03
6.343549999999999756e+01 5.948400745304566954e+03
6.348290000000000077e+01 6.060664949508422978e+03
6.353040000000000020e+01 6.173055805354651056e+03
6.357789999999999964e+01 6.393915013401293436e+03
6.362539999999999907e+01 6.615190778399714873e+03
6.367289999999999850e+01 6.728332517248054501e+03
6.372030000000000172e+01 7.058673599550204926e+03
6.376780000000000115e+01 7.172128441868587288e+03
6.381530000000000058e+01 7.285822412802794133e+03
6.386280000000000001e+01 7.508170552889886494e+03
6.391029999999999944e+01 7.730736568149699451e+03
6.395779999999999887e+01 7.953448075670120488e+03
6.400520000000000209e+01 8.503356145371823004e+03
6.405270000000000152e+01 9.271433093993327930e+03
6.410020000000000095e+01 1.058643198881115677e+04
6.414770000000000039e+01 1.223285730482434155e+04
6.419519999999999982e+01 1.345062846679241375e+04
6.424259999999999593e+01 1.335859949197206151e+04
6.429009999999999536e+01 1.227417734866220962e+04
6.433759999999999479e+01 1.151264539846930711e+04
6.438509999999999422e+01 1.129877579323834470e+04
6.443259999999999366e+01 1.163512436365925350e+04
6.448009999999999309e+01 1.175304264951532241e+04
6.452750000000000341e+01 1.198161579288481153e+04
6.457500000000000284e+01 1.199119948006696177e+04
6.462250000000000227e+01 1.134068680988154847e+04
6.467000000000000171e+01 1.035732780540703970e+04
6.471750000000000114e+01 9.481754848930379012e+03
6.476489999999999725e+01 8.935846423666427654e+03
6.481239999999999668e+01 8.057817919876576525e+03
6.485989999999999611e+01 7.509296476186374093e+03
6.490739999999999554e+01 7.291297361546911816e+03
6.495489999999999498e+01 7.515087738030750188e+03
6.500239999999999441e+01 8.291916977380707976e+03
6.504980000000000473e+01 9.290635348457679356e+03
6.509730000000000416e+01 1.073392799021434075e+04
6.514480000000000359e+01 1.184647568322740699e+04
6.519230000000000302e+01 1.329101023127774715e+04
6.523980000000000246e+01 1.540031572064004104e+04
6.528719999999999857e+01 1.839893520269502187e+04
6.533469999999999800e+01 2.184573783738877319e+04
6.538219999999999743e+01 2.563054863562675018e+04
6.542969999999999686e+01 2.975474619899159370e+04
6.547719999999999629e+01 3.388845708194391773e+04
6.552469999999999573e+01 3.769835896745791979e+04
6.557210000000000605e+01 4.162284574039102881e+04
6.561960000000000548e+01 4.677628088331312028e+04
6.566710000000000491e+01 5.383724056070949882e+04
6.571460000000000434e+01 6.260809362559093279e+04
6.576210000000000377e+01 7.133016064136747445e+04
6.580949999999999989e+01 7.754961332835709618e+04
6.585699999999999932e+01 7.954395160625179415e+04
6.590449999999999875e+01 7.759379937266981869e+04
6.595199999999999818e+01 7.302349268572224537e+04
6.599949999999999761e+01 6.603339023845733027e+04
6.604689999999999372e+01 5.899698593506127509e+04
6.609439999999999316e+01 5.249382833591660165e+04
6.614190000000000680e+01 4.585694553884433844e+04
6.618940000000000623e+01 3.919686364203318226e+04
6.623690000000000566e+01 3.263393364598533663e+04
6.628440000000000509e+01 2.639468491095022546e+04
6.633180000000000121e+01 2.094123306559519187e+04
6.637930000000000064e+01 1.696234643012122615e+04
6.642680000000000007e+01 1.423327979913124000e+04
6.647429999999999950e+01 1.218729937874563802e+04
6.652179999999999893e+01 1.082402834297084883e+04
6.656919999999999504e+01 9.916705193314834105e+03
6.661669999999999447e+01 9.123179244091457804e+03
6.666419999999999391e+01 8.329186917034696307e+03
6.671169999999999334e+01 7.648381695362185383e+03
6.675920000000000698e+01 7.195398072248920471e+03
6.680670000000000641e+01 6.742225558278581047e+03
6.685410000000000252e+01 6.288538949965212851e+03
6.690160000000000196e+01 5.834639611983198847e+03
6.694910000000000139e+01 5.380118696200913291e+03
6.699660000000000082e+01 4.925064511874425079e+03
6.704410000000000025e+01 4.584003516216897879e+03
6.709149999999999636e+01 4.357196402863618459e+03
6.713899999999999579e+01 4.244994045286196524e+03
6.718649999999999523e+01 4.132652110398864352e+03
6.723399999999999466e+01 4.020317580512708901e+03
6.728149999999999409e+01 4.022787514848719638e+03
6.732899999999999352e+01 4.025392252798279515e+03
6.737640000000000384e+01 3.912838082518717329e+03
6.742390000000000327e+01 3.800180120573322256e+03
6.747140000000000271e+01 3.802586271145773935e+03
6.751890000000000214e+01 3.805068810770499113e+03
6.756640000000000157e+01 3.692209229842510922e+03
6.761379999999999768e+01 3.348318750902548345e+03
6.766129999999999711e+01 3.119432959322451552e+03
6.770879999999999654e+01 3.005807559225391287e+03
6.775629999999999598e+01 2.776406634745109386e+03
6.780379999999999541e+01 2.546628030575106095e+03
6.785129999999999484e+01 2.200779305441381894e+03
6.789870000000000516e+01 2.202174709849550709e+03
6.794620000000000459e+01 1.971586639692208337e+03
6.799370000000000402e+01 1.856798759838490923e+03
6.804120000000000346e+01 1.625784996502211243e+03
6.808870000000000289e+01 1.626866603972139956e+03
6.813609999999999900e+01 1.395298999960360561e+03
6.818359999999999843e+01 1.396200507880859504e+03
6.823109999999999786e+01 1.397101887473362694e+03
6.827859999999999729e+01 1.397979402955235855e+03
6.832609999999999673e+01 1.398880593007454081e+03
6.837350000000000705e+01 1.399779647518658066e+03
6.842100000000000648e+01 1.400704464609901834e+03
6.846850000000000591e+01 1.284800995672036152e+03
6.851600000000000534e+01 1.285692322290311267e+03
6.856350000000000477e+01 1.169557530696041340e+03
6.861100000000000421e+01 1.053284479628488953e+03
6.865840000000000032e+01 1.053958412595379286e+03
6.870589999999999975e+01 1.054633814593844363e+03
6.875339999999999918e+01 9.380485932108261977e+02
6.880089999999999861e+01 9.386667661679749699e+02
6.884839999999999804e+01 9.392669547498790052e+02
6.889579999999999416e+01 9.398956561049659513e+02
6.894329999999999359e+01 9.404957433805220717e+02
6.899079999999999302e+01 9.411137484916620224e+02
6.903830000000000666e+01 9.417317173759705611e+02
6.908580000000000609e+01 9.423616472443105749e+02
6.913330000000000553e+01 8.250890863176476842e+02
6.918070000000000164e+01 7.076835229823376494e+02
6.922820000000000107e+01 7.081574001557872862e+02
6.927570000000000050e+01 7.086072041543785645e+02
6.932319999999999993e+01 7.090569641802089791e+02
6.937069999999999936e+01 7.095428092351668283e+02
6.941809999999999548e+01 7.099914777860012691e+02
6.946559999999999491e+01 7.104531809968231073e+02
6.951309999999999434e+01 7.109269189529613868e+02
6.956059999999999377e+01 7.113764977136016796e+02
6.960809999999999320e+01 7.118381093718953707e+02
6.965560000000000684e+01 7.123117768306029802e+02
6.970300000000000296e+01 7.127602204605449288e+02
6.975050000000000239e+01 7.132338403323586817e+02
6.979800000000000182e+01 7.136953376495079056e+02
6.984550000000000125e+01 7.141689181728812628e+02
6.989300000000000068e+01 7.146303615173268327e+02
6.994039999999999679e+01 7.150907531859078290e+02
6.998789999999999623e+01 7.155642696738242421e+02
7.003539999999999566e+01 7.160134863060892485e+02
7.008289999999999509e+01 7.164991070150381347e+02
7.013039999999999452e+01 7.169482532295043029e+02
7.017789999999999395e+01 7.174216846901941835e+02
7.022530000000000427e+01 7.178819065189983348e+02
7.027280000000000371e+01 7.183552986889599197e+02
7.032030000000000314e+01 7.188164888969992035e+02
7.036780000000000257e+01 7.192898436359064362e+02
7.041530000000000200e+01 7.197509780773212924e+02
7.046269999999999811e+01 7.202232713927691066e+02
7.051019999999999754e+01 7.206843519817169863e+02
7.055769999999999698e+01 7.211698492107578886e+02
7.060519999999999641e+01 8.418904735710383420e+02
7.065269999999999584e+01 8.424568614573082641e+02
7.070010000000000616e+01 8.429975655198801405e+02
7.074760000000000559e+01 8.435455541643153765e+02
7.079510000000000502e+01 7.234982215371181837e+02
7.084260000000000446e+01 7.239713825453259233e+02
7.089010000000000389e+01 7.244322578526924872e+02
7.093760000000000332e+01 7.249176645914049004e+02
7.098499999999999943e+01 7.253897581079187376e+02
7.103249999999999886e+01 7.258505650652233498e+02
7.107999999999999829e+01 7.263236412483066715e+02
7.112749999999999773e+01 7.267967047469483077e+02
7.117499999999999716e+01 7.272574088029614359e+02
7.122239999999999327e+01 7.277170826270685211e+02
7.126990000000000691e+01 7.282024153513912097e+02
7.131740000000000634e+01 7.286630654046720110e+02
7.136490000000000578e+01 8.506525212237271489e+02
7.141240000000000521e+01 8.511878210656068404e+02
7.145990000000000464e+01 8.517416273996240079e+02
7.150730000000000075e+01 8.522942230342106313e+02
7.155480000000000018e+01 8.528603746801842362e+02
7.160229999999999961e+01 8.533831751474099292e+02
7.164979999999999905e+01 8.539492980347960156e+02
7.169729999999999848e+01 8.545154209221827841e+02
7.174469999999999459e+01 8.550369211969899652e+02
7.179219999999999402e+01 8.556030153301712744e+02
7.183969999999999345e+01 8.561442611745009117e+02
7.188720000000000709e+01 8.567103388781353033e+02
7.193470000000000653e+01 8.572764165817698085e+02
7.198220000000000596e+01 8.577989301712605084e+02
7.202960000000000207e+01 8.583637874455599786e+02
7.207710000000000150e+01 8.588986829031001662e+02
7.212460000000000093e+01 8.594522493097329061e+02
7.217210000000000036e+01 8.600057936058916539e+02
7.221959999999999980e+01 9.834749574652995534e+02
7.226699999999999591e+01 1.107135502390565989e+03
7.231449999999999534e+01 1.107844457767424274e+03
7.236199999999999477e+01 9.853641104949983855e+02
7.240949999999999420e+01 9.860109250557967471e+02
7.245699999999999363e+01 9.866389575832332639e+02
7.250449999999999307e+01 9.872544359079305423e+02
7.255190000000000339e+01 9.878810522194524992e+02
7.259940000000000282e+01 1.112077339200357528e+03
7.264690000000000225e+01 1.112786115626394576e+03
7.269440000000000168e+01 1.113494870305086124e+03
7.274190000000000111e+01 1.114203600356989455e+03
7.278929999999999723e+01 1.114910774097780859e+03
7.283679999999999666e+01 1.115619443452316546e+03
7.288429999999999609e+01 1.116346986721158373e+03
7.293179999999999552e+01 1.241151928430545468e+03
7.297929999999999495e+01 1.241960296886426704e+03
7.302670000000000528e+01 1.118471338937984228e+03
7.307420000000000471e+01 1.119179900387979842e+03
7.312170000000000414e+01 1.119907394431957755e+03
7.316920000000000357e+01 1.120615933370457242e+03
7.321670000000000300e+01 1.121324450593133406e+03
7.326420000000000243e+01 1.122013966373093808e+03
7.331159999999999854e+01 1.122739876841390696e+03
7.335909999999999798e+01 1.123448323159960864e+03
7.340659999999999741e+01 1.124137734049029859e+03
7.345409999999999684e+01 1.124865141971033381e+03
7.350159999999999627e+01 1.125573531859435889e+03
7.354900000000000659e+01 1.126280336841600956e+03
7.359650000000000603e+01 1.126988677566398337e+03
7.364400000000000546e+01 1.127696982109731834e+03
7.369150000000000489e+01 1.128405247534181626e+03
7.373900000000000432e+01 1.129113502871111677e+03
7.378650000000000375e+01 1.129821736526762152e+03
7.383389999999999986e+01 1.130528414403390798e+03
7.388139999999999930e+01 1.256948667412412988e+03
7.392889999999999873e+01 1.257737650403533507e+03
7.397639999999999816e+01 1.258545758442395254e+03
7.402389999999999759e+01 1.133380187157120417e+03
7.407129999999999370e+01 1.134086757431488650e+03
7.411879999999999313e+01 1.134814017800592410e+03
7.416630000000000678e+01 1.261667748711583272e+03
7.421380000000000621e+01 1.388702236537727003e+03
7.426130000000000564e+01 1.389591065249307576e+03
7.430880000000000507e+01 1.516861510189322189e+03
7.435620000000000118e+01 1.517777779360079876e+03
7.440370000000000061e+01 1.518747361513546139e+03
7.445120000000000005e+01 1.519691262578228589e+03
7.449869999999999948e+01 1.520635130861363677e+03
7.454619999999999891e+01 1.521578966379783878e+03
7.459359999999999502e+01 1.522546458257388849e+03
7.464109999999999445e+01 1.523490228993216988e+03
7.468859999999999388e+01 1.524433986541487684e+03
7.473609999999999332e+01 1.525377711315150009e+03
7.478360000000000696e+01 1.526347195156125281e+03
7.483110000000000639e+01 1.527316678997100098e+03
7.487850000000000250e+01 1.528232480559109717e+03
7.492600000000000193e+01 1.529176094626874828e+03
7.497350000000000136e+01 1.530145529329044848e+03
7.502100000000000080e+01 1.658675542778869158e+03
7.506850000000000023e+01 1.659699861026780809e+03
7.511589999999999634e+01 1.660721957776050431e+03
7.516339999999999577e+01 1.661772125490134158e+03
7.521089999999999520e+01 1.662822293204218795e+03
7.525839999999999463e+01 1.663788143747245158e+03
7.530589999999999407e+01 1.792902733537924860e+03
7.535330000000000439e+01 1.794005250529119394e+03
7.540080000000000382e+01 1.795103640567616139e+03
7.544830000000000325e+01 1.796201989678463406e+03
7.549580000000000268e+01 1.797332824892904682e+03
7.554330000000000211e+01 1.798437626074457512e+03
7.559080000000000155e+01 1.799535881902492292e+03
7.563819999999999766e+01 2.057864796964945981e+03
7.568569999999999709e+01 2.059124515647726639e+03
7.573319999999999652e+01 2.189194894594271773e+03
7.578069999999999595e+01 2.190528793761807265e+03
7.582819999999999538e+01 2.191862643829865647e+03
7.587560000000000571e+01 2.193232771161354322e+03
7.592310000000000514e+01 2.194605789056833146e+03
7.597060000000000457e+01 2.195946117632750884e+03
7.601810000000000400e+01 2.197319115089498155e+03
7.606560000000000343e+01 2.457273887127045327e+03
7.611310000000000286e+01 2.588179945637729816e+03
7.616049999999999898e+01 2.589791753978517136e+03
7.620799999999999841e+01 2.591361023267280871e+03
7.625549999999999784e+01 2.852223148313736601e+03
7.630299999999999727e+01 2.853999814908865574e+03
7.635049999999999670e+01 2.985584487566598909e+03
7.639790000000000703e+01 2.987451166131336777e+03
7.644540000000000646e+01 3.119231863060564592e+03
7.649290000000000589e+01 3.251213538746201721e+03
7.654040000000000532e+01 3.253291777149408972e+03
7.658790000000000475e+01 3.385575101507705767e+03
7.663540000000000418e+01 3.387714434299234199e+03
7.668280000000000030e+01 3.389809780107905681e+03
7.673029999999999973e+01 3.391922843320387528e+03
7.677779999999999916e+01 3.394095354812840014e+03
7.682529999999999859e+01 3.396129064851877047e+03
7.687279999999999802e+01 3.267473219776665701e+03
7.692019999999999413e+01 3.269474703879949175e+03
7.696769999999999357e+01 3.402351020825388787e+03
7.701519999999999300e+01 3.404450672889393900e+03
7.706270000000000664e+01 3.406550406538884545e+03
7.711020000000000607e+01 3.277610367621275600e+03
7.715770000000000550e+01 3.279642671709127171e+03
7.720510000000000161e+01 3.150403135864386513e+03
7.725260000000000105e+01 3.020813422867014651e+03
7.730010000000000048e+01 3.022670818444461020e+03
7.734759999999999991e+01 3.024528214021906479e+03
7.739509999999999934e+01 3.026385609599352392e+03
7.744249999999999545e+01 3.291574911645408065e+03
7.748999999999999488e+01 3.293540449051875839e+03
7.753749999999999432e+01 3.295612661574257800e+03
7.758499999999999375e+01 3.429525060624266189e+03
7.763249999999999318e+01 3.167649595302994840e+03
7.767990000000000350e+01 3.169583664034743833e+03
7.772740000000000293e+01 3.171521813080270931e+03
7.777490000000000236e+01 3.041236953605960935e+03
7.782240000000000180e+01 3.043094349183406393e+03
7.786990000000000123e+01 3.044951744760850943e+03
7.791740000000000066e+01 3.046809140338297311e+03
7.796479999999999677e+01 3.048662625609264069e+03
7.801229999999999620e+01 3.050520021186709073e+03
7.805979999999999563e+01 3.052377416764155441e+03
7.810729999999999507e+01 2.921439892987349594e+03
7.815479999999999450e+01 2.790394763394859183e+03
7.820220000000000482e+01 2.792134251893041892e+03
7.824970000000000425e+01 2.660799983305695150e+03
7.829720000000000368e+01 2.662428721538179616e+03
7.834470000000000312e+01 2.530838697966941709e+03
7.839220000000000255e+01 2.399093900414423842e+03
7.843970000000000198e+01 2.400547577696981534e+03
7.848709999999999809e+01 2.135117039540798942e+03
7.853459999999999752e+01 2.002887860419948311e+03
7.858209999999999695e+01 1.870517460132208726e+03
7.862959999999999638e+01 1.604262088987423112e+03
7.867709999999999582e+01 1.471467599125491688e+03
7.872450000000000614e+01 1.338482777427303972e+03
7.877200000000000557e+01 1.071392966146347362e+03
7.881950000000000500e+01 1.072039022687909664e+03
7.886700000000000443e+01 8.044645970889670252e+02
7.891450000000000387e+01 6.707546909491086353e+02
7.896200000000000330e+01 5.369308304052475478e+02
7.900939999999999941e+01 4.029177525975756566e+02
7.905689999999999884e+01 4.031599844490817190e+02
7.910439999999999827e+01 4.033817879346949553e+02
7.915189999999999770e+01 4.036240075195335066e+02
7.919939999999999714e+01 4.038662271043719443e+02
7.924679999999999325e+01 4.040874799014074483e+02
7.929430000000000689e+01 4.043296872245462623e+02
7.934180000000000632e+01 4.045582416779561186e+02
7.938930000000000575e+01 4.047936113458775367e+02
7.943680000000000518e+01 4.050358064091785195e+02
7.948430000000000462e+01 4.052711638153534182e+02
7.953170000000000073e+01 4.054991624895678228e+02
7.957920000000000016e+01 4.057413452948927102e+02
7.962669999999999959e+01 4.059835281002175975e+02
7.967419999999999902e+01 4.062051530913195165e+02
7.972169999999999845e+01 4.064473236405292482e+02
7.976909999999999457e+01 4.066889843570036760e+02
7.981659999999999400e+01 4.069311549062131235e+02
7.986409999999999343e+01 4.071527217707646287e+02
7.991160000000000707e+01 4.073948800657197467e+02
7.995910000000000650e+01 4.076370383606746941e+02
8.000650000000000261e+01 4.078786868486928938e+02
8.005400000000000205e+01 2.720713932253200369e+02
8.010150000000000148e+01 1.361164141077626084e+02
8.014900000000000091e+01 0.000000000000000000e+00
8.019650000000000034e+01 0.000000000000000000e+00
8.024399999999999977e+01 0.000000000000000000e+00
8.029139999999999588e+01 0.000000000000000000e+00
8.033889999999999532e+01 0.000000000000000000e+00
8.038639999999999475e+01 0.000000000000000000e+00
8.043389999999999418e+01 0.000000000000000000e+00
8.048139999999999361e+01 0.000000000000000000e+00
8.052880000000000393e+01 0.000000000000000000e+00
8.057630000000000337e+01 0.000000000000000000e+00
8.062380000000000280e+01 0.000000000000000000e+00
8.067130000000000223e+01 0.000000000000000000e+00
8.071880000000000166e+01 0.000000000000000000e+00
8.076630000000000109e+01 0.000000000000000000e+00
8.081369999999999720e+01 0.000000000000000000e+00
8.086119999999999663e+01 0.000000000000000000e+00
8.090869999999999607e+01 0.000000000000000000e+00
8.095619999999999550e+01 0.000000000000000000e+00
8.100369999999999493e+01 0.000000000000000000e+00
8.105110000000000525e+01 0.000000000000000000e+00
8.109860000000000468e+01 0.000000000000000000e+00
8.114610000000000412e+01 0.000000000000000000e+00
8.119360000000000355e+01 0.000000000000000000e+00
8.124110000000000298e+01 0.000000000000000000e+00
8.128860000000000241e+01 0.000000000000000000e+00
8.133599999999999852e+01 0.000000000000000000e+00
8.138349999999999795e+01 0.000000000000000000e+00
8.143099999999999739e+01 0.000000000000000000e+00
8.147849999999999682e+01 0.000000000000000000e+00
8.152599999999999625e+01 0.000000000000000000e+00
8.157340000000000657e+01 0.000000000000000000e+00
8.162090000000000600e+01 0.000000000000000000e+00
8.166840000000000543e+01 0.000000000000000000e+00
8.171590000000000487e+01 0.000000000000000000e+00
8.176340000000000430e+01 0.000000000000000000e+00
8.181090000000000373e+01 0.000000000000000000e+00
8.185829999999999984e+01 0.000000000000000000e+00
8.190579999999999927e+01 0.000000000000000000e+00
8.195329999999999870e+01 0.000000000000000000e+00
8.200079999999999814e+01 0.000000000000000000e+00
8.204829999999999757e+01 0.000000000000000000e+00
8.209569999999999368e+01 0.000000000000000000e+00
8.214319999999999311e+01 0.000000000000000000e+00
8.219070000000000675e+01 0.000000000000000000e+00
8.223820000000000618e+01 0.000000000000000000e+00
8.228570000000000562e+01 0.000000000000000000e+00
8.233310000000000173e+01 0.000000000000000000e+00
8.238060000000000116e+01 0.000000000000000000e+00
8.242810000000000059e+01 0.000000000000000000e+00
8.247560000000000002e+01 0.000000000000000000e+00
8.252309999999999945e+01 0.000000000000000000e+00
8.257059999999999889e+01 0.000000000000000000e+00
8.261799999999999500e+01 0.000000000000000000e+00
8.266549999999999443e+01 0.000000000000000000e+00
8.271299999999999386e+01 0.000000000000000000e+00
8.276049999999999329e+01 0.000000000000000000e+00
