# energy(eV) alpha
2.753930000000000078e+01 4.283280065754595853e+03
2.758680000000000021e+01 4.386183167678130303e+03
2.763429999999999964e+01 4.441207980988622694e+03
2.768179999999999907e+01 4.592989494607280903e+03
2.772929999999999851e+01 4.696790353932489779e+03
2.777680000000000149e+01 4.752568547927673535e+03
2.782420000000000115e+01 4.905335997980836510e+03
2.787170000000000059e+01 5.010091556669060083e+03
2.791920000000000002e+01 5.163787326306857722e+03
2.796669999999999945e+01 5.220523313320085435e+03
2.801419999999999888e+01 5.374935589451705710e+03
2.806159999999999854e+01 5.529960651679954935e+03
2.810910000000000153e+01 5.685500431208863120e+03
2.815660000000000096e+01 5.890525597153075068e+03
2.820410000000000039e+01 6.047190468077978039e+03
2.825159999999999982e+01 6.204263118127007147e+03
2.829909999999999926e+01 6.361633428065528278e+03
2.834649999999999892e+01 6.470080630126317374e+03
2.839399999999999835e+01 6.578804639679376123e+03
2.844150000000000134e+01 6.786925097643656045e+03
2.848900000000000077e+01 6.946149529518144845e+03
2.853650000000000020e+01 7.105848746821046916e+03
2.858389999999999986e+01 7.315992489660514366e+03
2.863139999999999930e+01 7.476496405544730806e+03
2.867889999999999873e+01 7.637850809990998641e+03
2.872640000000000171e+01 7.749492206441736016e+03
2.877390000000000114e+01 7.811179726944050344e+03
2.882140000000000057e+01 7.973823656514267896e+03
2.886880000000000024e+01 8.086230891409697506e+03
2.891629999999999967e+01 8.199124794639481479e+03
2.896379999999999910e+01 8.312166392566965442e+03
2.901129999999999853e+01 8.526392125405556726e+03
2.905880000000000152e+01 8.690783566774931387e+03
2.910620000000000118e+01 8.906433081545330424e+03
2.915370000000000061e+01 9.072081237441130725e+03
2.920120000000000005e+01 9.238194773402081410e+03
2.924869999999999948e+01 9.354084967001721452e+03
2.929619999999999891e+01 9.572310895049909959e+03
2.934359999999999857e+01 9.739942074463715471e+03
2.939110000000000156e+01 9.857215249637558372e+03
2.943860000000000099e+01 1.002571745791245121e+04
2.948610000000000042e+01 1.014359334756929275e+04
2.953359999999999985e+01 1.036430068872056108e+04
2.958109999999999928e+01 1.048313803040929815e+04
2.962849999999999895e+01 1.060215541191695957e+04
2.967599999999999838e+01 1.077264439556653269e+04
2.972350000000000136e+01 1.089234691687559098e+04
2.977100000000000080e+01 1.101252070870114585e+04
2.981850000000000023e+01 1.123637264613876323e+04
2.986589999999999989e+01 1.135743556764886489e+04
2.991339999999999932e+01 1.147885761240129978e+04
2.996089999999999876e+01 1.160030791132222657e+04
3.000840000000000174e+01 1.177434727851243952e+04
3.005590000000000117e+01 1.189656019279418979e+04
3.010340000000000060e+01 1.212355139992692239e+04
3.015080000000000027e+01 1.235176884884053106e+04
3.019829999999999970e+01 1.252825017197683337e+04
3.024579999999999913e+01 1.265322408069736412e+04
3.029329999999999856e+01 1.272554056461731125e+04
3.034080000000000155e+01 1.285121339833893580e+04
3.038820000000000121e+01 1.292447789383825329e+04
3.043570000000000064e+01 1.294475485497147201e+04
3.048320000000000007e+01 1.291259675803220853e+04
3.053069999999999951e+01 1.293283030257403698e+04
3.057819999999999894e+01 1.279400390292991324e+04
3.062569999999999837e+01 1.281406904681291962e+04
3.067310000000000159e+01 1.267417404279239599e+04
3.072060000000000102e+01 1.264040386917356045e+04
3.076810000000000045e+01 1.244617740134939049e+04
3.081559999999999988e+01 1.241189210082361205e+04
3.086309999999999931e+01 1.227065486113063525e+04
3.091049999999999898e+01 1.212860707273363369e+04
3.095799999999999841e+01 1.187821021793810905e+04
3.100550000000000139e+01 1.168103646225052762e+04
3.105300000000000082e+01 1.148328301269178883e+04
3.110050000000000026e+01 1.123103821842625075e+04
3.114799999999999969e+01 1.097781474434840311e+04
3.119539999999999935e+01 1.061550873535072424e+04
3.124289999999999878e+01 1.025193914136420608e+04
3.129040000000000177e+01 9.941395772609952473e+03
3.133790000000000120e+01 9.521128929718552172e+03
3.138540000000000063e+01 9.099249600503413603e+03
3.143280000000000030e+01 8.676180831029392721e+03
3.148029999999999973e+01 8.197133495284577293e+03
3.152779999999999916e+01 7.716411641728878749e+03
3.157529999999999859e+01 7.234283737189999556e+03
3.162280000000000157e+01 6.695658957127580834e+03
3.167020000000000124e+01 6.155281821778683479e+03
3.171770000000000067e+01 5.668318365558636287e+03
3.176520000000000010e+01 5.235137993039399589e+03
3.181269999999999953e+01 4.800820409287599432e+03
3.186019999999999897e+01 4.475743733078576952e+03
3.190769999999999840e+01 4.094131046211041394e+03
3.195510000000000161e+01 3.822661108103607603e+03
3.200260000000000105e+01 3.494853462125881833e+03
3.205010000000000048e+01 3.277053761423454034e+03
3.209759999999999991e+01 3.003347780245444028e+03
3.214509999999999934e+01 2.728899014209890538e+03
3.219250000000000256e+01 2.509412991426583631e+03
3.224000000000000199e+01 2.400905078599112585e+03
3.228750000000000142e+01 2.292305066917530439e+03
3.233500000000000085e+01 2.127163388112814118e+03
3.238250000000000028e+01 2.017841703877208374e+03
3.242999999999999972e+01 1.852138310888121850e+03
3.247740000000000293e+01 1.798336596807946307e+03
3.252490000000000236e+01 1.688218389827519559e+03
3.257240000000000180e+01 1.634081043410825259e+03
3.261990000000000123e+01 1.523406902674041703e+03
3.266740000000000066e+01 1.468901978222585285e+03
3.271479999999999677e+01 1.357733739748774269e+03
3.276230000000000331e+01 1.302734123070006035e+03
3.280980000000000274e+01 1.304465369819793750e+03
3.285730000000000217e+01 1.249390235719130715e+03
3.290480000000000160e+01 1.137304727308053543e+03
3.295230000000000103e+01 1.138806456246054495e+03
3.299969999999999715e+01 1.083306054256002426e+03
3.304719999999999658e+01 1.027408848451000267e+03
3.309470000000000312e+01 9.716397640398039357e+02
3.314220000000000255e+01 9.729145119180872143e+02
3.318970000000000198e+01 9.741742056026945420e+02
3.323709999999999809e+01 9.180732310810217314e+02
3.328459999999999752e+01 8.618139680740767972e+02
3.333209999999999695e+01 8.629237083579773753e+02
3.337960000000000349e+01 8.640481345736711773e+02
3.342710000000000292e+01 8.651874070877291842e+02
3.347449999999999903e+01 8.663086462171814901e+02
3.352199999999999847e+01 8.096167301835290573e+02
3.356949999999999790e+01 8.106793958272292002e+02
3.361699999999999733e+01 7.537682121050011119e+02
3.366449999999999676e+01 7.547394446407391797e+02
3.371200000000000330e+01 7.557255815618432280e+02
3.375939999999999941e+01 7.567093033567374505e+02
3.380689999999999884e+01 6.993939919921930368e+02
3.385439999999999827e+01 7.003036214601362417e+02
3.390189999999999770e+01 7.012131772840676831e+02
3.394939999999999714e+01 7.021225513336797803e+02
3.399680000000000035e+01 7.030296757639508769e+02
3.404429999999999978e+01 7.039386867318861505e+02
3.409179999999999922e+01 7.048352851295691153e+02
3.413929999999999865e+01 7.057438645439546008e+02
3.418679999999999808e+01 7.066523179375884638e+02
3.423429999999999751e+01 7.075728607435057711e+02
3.428170000000000073e+01 7.084910593742374658e+02
3.432920000000000016e+01 7.093989957052581303e+02
3.437669999999999959e+01 7.103190478002379677e+02
3.442419999999999902e+01 7.112266353103614165e+02
3.447169999999999845e+01 7.121340419492745468e+02
3.451910000000000167e+01 7.130391846723351819e+02
3.456660000000000110e+01 7.139585772420973626e+02
3.461410000000000053e+01 7.148654550850475289e+02
3.466159999999999997e+01 7.157845298634523488e+02
3.470909999999999940e+01 7.167034638514214748e+02
3.475659999999999883e+01 7.176222280820810511e+02
3.480400000000000205e+01 7.185262565188417057e+02
3.485150000000000148e+01 7.194447035666006514e+02
3.489900000000000091e+01 7.203505517948420902e+02
3.494650000000000034e+01 7.212811471022274645e+02
3.499399999999999977e+01 7.221866613668477157e+02
3.504140000000000299e+01 7.231024180428976251e+02
3.508890000000000242e+01 7.240200825826656228e+02
3.513640000000000185e+01 7.249250835657663856e+02
3.518390000000000128e+01 6.653775463412729323e+02
3.523140000000000072e+01 6.662162393175564148e+02
3.527890000000000015e+01 6.670453740853907902e+02
3.532630000000000337e+01 6.678975014817989404e+02
3.537380000000000280e+01 6.079475626023385075e+02
3.542130000000000223e+01 6.087009116942122091e+02
3.546880000000000166e+01 6.094730229360988005e+02
3.551630000000000109e+01 6.102387261771033309e+02
3.556369999999999720e+01 6.109899416886904646e+02
3.561119999999999663e+01 6.117616989321592200e+02
3.565870000000000317e+01 5.512619424545257516e+02
3.570620000000000260e+01 5.519487030354628132e+02
3.575370000000000203e+01 5.526448770571098521e+02
3.580109999999999815e+01 5.533203465566373325e+02
3.584859999999999758e+01 5.540163032866299773e+02
3.589609999999999701e+01 5.547026269846516016e+02
3.594360000000000355e+01 5.553983139303004464e+02
3.599110000000000298e+01 5.560748417403673329e+02
3.603860000000000241e+01 5.567704019638425734e+02
3.608599999999999852e+01 5.574547266267297800e+02
3.613349999999999795e+01 5.581500901000109707e+02
3.618099999999999739e+01 5.588357420999619762e+02
3.622849999999999682e+01 5.595212796859042328e+02
3.627600000000000335e+01 5.602163434113414269e+02
3.632339999999999947e+01 5.608904785866467364e+02
3.637089999999999890e+01 5.615949867683725643e+02
3.641839999999999833e+01 5.622704283251982815e+02
3.646589999999999776e+01 5.629747234259965580e+02
3.651339999999999719e+01 5.636499271904491479e+02
3.656089999999999662e+01 5.643540841326321242e+02
3.660829999999999984e+01 5.650371392755256466e+02
3.665579999999999927e+01 5.657119820249303075e+02
3.670329999999999870e+01 5.664158703213421404e+02
3.675079999999999814e+01 5.671002105623597345e+02
3.679829999999999757e+01 5.677941887808425463e+02
3.684570000000000078e+01 5.684767696505183494e+02
3.689320000000000022e+01 5.691705521857770691e+02
3.694069999999999965e+01 5.698544596838037251e+02
3.698819999999999908e+01 5.705480465616099082e+02
3.703569999999999851e+01 5.712317378492065245e+02
3.708319999999999794e+01 5.719251292011632586e+02
3.713060000000000116e+01 5.726070622863578592e+02
3.717810000000000059e+01 5.733002506557789957e+02
3.722560000000000002e+01 5.739933477787091078e+02
3.727309999999999945e+01 5.746765108951192360e+02
3.732059999999999889e+01 5.753694128042073999e+02
3.736800000000000210e+01 5.760507501553312295e+02
3.741550000000000153e+01 5.767533434294078916e+02
3.746300000000000097e+01 5.774360788421046209e+02
3.751050000000000040e+01 5.781286078551537457e+02
3.755799999999999983e+01 5.788210381003100338e+02
3.760549999999999926e+01 5.795034620669747483e+02
3.765290000000000248e+01 5.801941566411197755e+02
3.770040000000000191e+01 5.808763655763536917e+02
3.774790000000000134e+01 5.815684065190006322e+02
3.779540000000000077e+01 5.822703247772237773e+02
3.784290000000000020e+01 5.829422468756447415e+02
3.789030000000000342e+01 5.836424507788992742e+02
3.793780000000000285e+01 5.843241375235101032e+02
3.798530000000000229e+01 5.850156728058801718e+02
3.803280000000000172e+01 5.857171727526850873e+02
3.808030000000000115e+01 5.863885213515783335e+02
3.812769999999999726e+01 5.870883077607795713e+02
3.817519999999999669e+01 5.877694004162085548e+02
3.822270000000000323e+01 5.884605077980942269e+02
3.827020000000000266e+01 5.891615900324009090e+02
3.831770000000000209e+01 5.898323660843449261e+02
3.836520000000000152e+01 5.905332748393342399e+02
3.841259999999999764e+01 5.912123741830017707e+02
3.846009999999999707e+01 5.919030128505643233e+02
3.850759999999999650e+01 5.926036780659638907e+02
3.855510000000000304e+01 5.932840106178618953e+02
3.860260000000000247e+01 5.939743745911374617e+02
3.864999999999999858e+01 5.946529548449178719e+02
3.869749999999999801e+01 5.953431255395070139e+02
3.874499999999999744e+01 5.960433743623219698e+02
3.879249999999999687e+01 5.967231877706469731e+02
3.884000000000000341e+01 5.974130842015184726e+02
3.888750000000000284e+01 5.981028839824531360e+02
3.893489999999999895e+01 5.987910602136757916e+02
3.898239999999999839e+01 5.994806827357264183e+02
3.902989999999999782e+01 6.001599778538662804e+02
3.907739999999999725e+01 6.008595846428398772e+02
3.912489999999999668e+01 6.015386760715883838e+02
3.917229999999999990e+01 6.022263814717017567e+02
3.921979999999999933e+01 6.029258101840033532e+02
3.926729999999999876e+01 6.036045971822953788e+02
3.931479999999999819e+01 6.042935714557962683e+02
3.936229999999999762e+01 6.049721457708382104e+02
3.940979999999999706e+01 6.056609275775075503e+02
3.945720000000000027e+01 6.063584049195072794e+02
3.950469999999999970e+01 6.070366753020447277e+02
3.955219999999999914e+01 6.077251842235726826e+02
3.959969999999999857e+01 6.084239564220716829e+02
3.964719999999999800e+01 6.091019230288393373e+02
3.969460000000000122e+01 6.097886230083405508e+02
3.974210000000000065e+01 6.104767631579453564e+02
3.978960000000000008e+01 6.111648167714319015e+02
3.983709999999999951e+01 6.118527805622322830e+02
3.988459999999999894e+01 6.125406147992797514e+02
3.993209999999999837e+01 6.132179703701418703e+02
3.997950000000000159e+01 6.139041107638591939e+02
4.002700000000000102e+01 6.146020852647534412e+02
4.007450000000000045e+01 6.152791380286453204e+02
4.012199999999999989e+01 6.159665420246204803e+02
4.016949999999999932e+01 6.166433832998374100e+02
4.021690000000000254e+01 6.173290608494664866e+02
4.026440000000000197e+01 6.180266851819928888e+02
4.031190000000000140e+01 6.187032241910609400e+02
4.035940000000000083e+01 6.193901652691839672e+02
4.040690000000000026e+01 6.200875488337751449e+02
4.045430000000000348e+01 6.207517086243303766e+02
4.050180000000000291e+01 6.214489211075218691e+02
4.054930000000000234e+01 6.221355064653786258e+02
4.059680000000000177e+01 6.228114260901968464e+02
4.064430000000000121e+01 6.235083981624749185e+02
4.069180000000000064e+01 6.241735294465879633e+02
4.073919999999999675e+01 6.248687967899855948e+02
4.078670000000000329e+01 6.255443075149229344e+02
4.083420000000000272e+01 6.262303282325790406e+02
4.088170000000000215e+01 6.269268894262105505e+02
4.092920000000000158e+01 6.275914587013492110e+02
4.097659999999999769e+01 6.282863159691814872e+02
4.102409999999999712e+01 6.289613154412808171e+02
4.107159999999999656e+01 6.296468754324117754e+02
4.111910000000000309e+01 6.303216045466552941e+02
4.116660000000000252e+01 6.310069742553696415e+02
4.121410000000000196e+01 6.317029547396670068e+02
4.126149999999999807e+01 6.323759110194586128e+02
4.130899999999999750e+01 6.330610109524527616e+02
4.135649999999999693e+01 6.337352902202666201e+02
4.140400000000000347e+01 6.344202002268817751e+02
4.145150000000000290e+01 6.350942681795352200e+02
4.149889999999999901e+01 6.357774563498675207e+02
4.154639999999999844e+01 6.364513166860575666e+02
4.159389999999999787e+01 6.371358473197998364e+02
4.164139999999999731e+01 6.378094983427043871e+02
4.168889999999999674e+01 6.384938394272775213e+02
4.173640000000000327e+01 6.391672812811992799e+02
4.178379999999999939e+01 6.398499016072297536e+02
4.183129999999999882e+01 6.405231345657776956e+02
4.187879999999999825e+01 6.412070970319285834e+02
4.192629999999999768e+01 7.845153119448929147e+02
4.197379999999999711e+01 7.853353494970043585e+02
4.202120000000000033e+01 8.576324095809110304e+02
4.206869999999999976e+01 9.300889999693172285e+02
4.211619999999999919e+01 9.310774310878431379e+02
4.216369999999999862e+01 9.320803376191466896e+02
4.221119999999999806e+01 9.330540201452132578e+02
4.225869999999999749e+01 9.340639451220340561e+02
4.230610000000000070e+01 8.630826062796701308e+02
4.235360000000000014e+01 8.640078939539436078e+02
4.240109999999999957e+01 8.648892194982054207e+02
4.244859999999999900e+01 8.657850595686750239e+02
4.249609999999999843e+01 8.667099599411016015e+02
4.254350000000000165e+01 9.398903280547416443e+02
4.259100000000000108e+01 9.408921076378181851e+02
4.263850000000000051e+01 8.694088887468178655e+02
4.268599999999999994e+01 8.702893726112225750e+02
4.273349999999999937e+01 8.711843741271122781e+02
4.278090000000000259e+01 8.720918881918696570e+02
4.282840000000000202e+01 8.729719004079656770e+02
4.287590000000000146e+01 8.738664682483814659e+02
4.292340000000000089e+01 8.747608930130407998e+02
4.297090000000000032e+01 8.756551659566630406e+02
4.301839999999999975e+01 9.496024900968764086e+02
4.306580000000000297e+01 9.505527719353126486e+02
4.311330000000000240e+01 9.515235553776979032e+02
4.316080000000000183e+01 9.524756940337515516e+02
4.320830000000000126e+01 9.534757851686617869e+02
4.325580000000000069e+01 9.544275970847671715e+02
4.330319999999999681e+01 9.553770203164536952e+02
4.335070000000000334e+01 9.563618754036615428e+02
4.339820000000000277e+01 9.573131669668083532e+02
4.344570000000000221e+01 9.582791492612435604e+02
4.349320000000000164e+01 9.592300882469766066e+02
4.354070000000000107e+01 9.602143638133323975e+02
4.358809999999999718e+01 9.611627600893293675e+02
4.363559999999999661e+01 9.621130960391660665e+02
4.368310000000000315e+01 9.630633338587991830e+02
4.373060000000000258e+01 1.038167406055810943e+03
4.377810000000000201e+01 1.039209040854144405e+03
4.382549999999999812e+01 1.114555539886822089e+03
4.387299999999999756e+01 1.115651172231697274e+03
4.392049999999999699e+01 1.116765332860820990e+03
4.396800000000000352e+01 1.117841797791860927e+03
4.401550000000000296e+01 1.118936793974516831e+03
4.406300000000000239e+01 1.120031581081843569e+03
4.411039999999999850e+01 1.121123617575759681e+03
4.415789999999999793e+01 1.122217987066921978e+03
4.420539999999999736e+01 1.198195861182680346e+03
4.425289999999999679e+01 1.199362740398100641e+03
4.430040000000000333e+01 1.200529397096735011e+03
4.434779999999999944e+01 1.201693121675609291e+03
4.439529999999999887e+01 1.278045786900118628e+03
4.444279999999999831e+01 1.279265759617240064e+03
4.449029999999999774e+01 1.280504379458996482e+03
4.453779999999999717e+01 1.281720041320851578e+03
4.458529999999999660e+01 1.358420978807384699e+03
4.463269999999999982e+01 1.359683150938146582e+03
4.468019999999999925e+01 1.360993575508417280e+03
4.472769999999999868e+01 1.362280962726187454e+03
4.477519999999999811e+01 1.515056599624085038e+03
4.482269999999999754e+01 1.516511743376698178e+03
4.487010000000000076e+01 1.517936596828795700e+03
4.491760000000000019e+01 1.519341549361569150e+03
4.496509999999999962e+01 1.596817458187886814e+03
4.501259999999999906e+01 1.598321253051431313e+03
4.506009999999999849e+01 1.599790372543188823e+03
4.510750000000000171e+01 1.601289967827651935e+03
4.515500000000000114e+01 1.679078241006232247e+03
4.520250000000000057e+01 1.757034323326637377e+03
4.525000000000000000e+01 1.758677868403032335e+03
4.529749999999999943e+01 1.760259795215465601e+03
4.534499999999999886e+01 1.761929392796373577e+03
4.539240000000000208e+01 1.840170169450698040e+03
4.543990000000000151e+01 1.841819563761187737e+03
4.548740000000000094e+01 1.843468504939715785e+03
4.553490000000000038e+01 1.845147767850081209e+03
4.558239999999999981e+01 1.923737953222457008e+03
4.562980000000000302e+01 2.002491354340777207e+03
4.567730000000000246e+01 2.004275776390930332e+03
4.572480000000000189e+01 2.006059709120088201e+03
4.577230000000000132e+01 2.007808351219747465e+03
4.581980000000000075e+01 2.009525762501892814e+03
4.586730000000000018e+01 2.011308214221909111e+03
4.591470000000000340e+01 2.013016335149224687e+03
4.596220000000000283e+01 2.169759242703528344e+03
4.600970000000000226e+01 2.171603781110734872e+03
4.605720000000000169e+01 2.251063482253327038e+03
4.610470000000000113e+01 2.330655719349596438e+03
4.615209999999999724e+01 2.410363393651350179e+03
4.619959999999999667e+01 2.412584728650867874e+03
4.624710000000000321e+01 2.492412451763367699e+03
4.629460000000000264e+01 2.572445820878249378e+03
4.634210000000000207e+01 2.652479656850099673e+03
4.638960000000000150e+01 2.654671170875368716e+03
4.643699999999999761e+01 2.891208004254170646e+03
4.648449999999999704e+01 3.049847258832527586e+03
4.653199999999999648e+01 3.365329755364357425e+03
4.657950000000000301e+01 3.681306728782891241e+03
4.662700000000000244e+01 3.919489817247222618e+03
4.667439999999999856e+01 4.079661586444006844e+03
4.672189999999999799e+01 4.004285591022914105e+03
4.676939999999999742e+01 4.086036220059535026e+03
4.681689999999999685e+01 4.325085273196733397e+03
4.686440000000000339e+01 4.485761792313895967e+03
4.691190000000000282e+01 4.804234315227346997e+03
4.695929999999999893e+01 4.965679566795965911e+03
4.700679999999999836e+01 5.048328283468349582e+03
4.705429999999999779e+01 5.052039772170700417e+03
4.710179999999999723e+01 5.213518742425756500e+03
4.714929999999999666e+01 5.295981902434359654e+03
4.719669999999999987e+01 5.378603120097092869e+03
4.724419999999999931e+01 5.619526904495695817e+03
4.729169999999999874e+01 6.018942679792981835e+03
4.733919999999999817e+01 6.498117647085794488e+03
4.738669999999999760e+01 7.056903878707061267e+03
4.743410000000000082e+01 7.933715805187838669e+03
4.748160000000000025e+01 9.050460634212851801e+03
4.752909999999999968e+01 1.016932149412589024e+04
4.757659999999999911e+01 1.097197781345144904e+04
4.762409999999999854e+01 1.153688788503115393e+04
4.767159999999999798e+01 1.194268459336815249e+04
4.771900000000000119e+01 1.226874164577763440e+04
4.776650000000000063e+01 1.259490969305663202e+04
4.781400000000000006e+01 1.300003728109103395e+04
4.786149999999999949e+01 1.348482060160427318e+04
4.790899999999999892e+01 1.420833725523315843e+04
4.795640000000000214e+01 1.517130581513966354e+04
4.800390000000000157e+01 1.677596063573502397e+04
4.805140000000000100e+01 1.806547829562570041e+04
4.809890000000000043e+01 1.871747953967371359e+04
4.814639999999999986e+01 1.936645383138400211e+04
4.819389999999999930e+01 2.041541714746516664e+04
4.824130000000000251e+01 2.162488363798656064e+04
4.828880000000000194e+01 2.291328620989873525e+04
4.833630000000000138e+01 2.476151098541019383e+04
4.838380000000000081e+01 2.685279040954932498e+04
4.843130000000000024e+01 2.878633307646490357e+04
4.847870000000000346e+01 3.047693337282939683e+04
4.852620000000000289e+01 3.248301888119850264e+04
4.857370000000000232e+01 3.496604929506521876e+04
4.862120000000000175e+01 3.824600877688895707e+04
4.866870000000000118e+01 4.312157036780808994e+04
4.871620000000000061e+01 5.016570989944238681e+04
4.876359999999999673e+01 5.867461334832647117e+04
4.881110000000000326e+01 6.723551837914880889e+04
4.885860000000000269e+01 7.384966337543098780e+04
4.890610000000000213e+01 7.807663996390836837e+04
4.895360000000000156e+01 8.073748080939154897e+04
4.900099999999999767e+01 8.381791032375954092e+04
4.904849999999999710e+01 8.838659222008865618e+04
4.909599999999999653e+01 9.457204521386635315e+04
4.914350000000000307e+01 1.017762541333130357e+05
4.919100000000000250e+01 1.084884097930432763e+05
4.923850000000000193e+01 1.135448439531155018e+05
4.928589999999999804e+01 1.180989717760803615e+05
4.933339999999999748e+01 1.235409984189282841e+05
4.938089999999999691e+01 1.298188444784758176e+05
4.942840000000000344e+01 1.359640833827985043e+05
4.947590000000000288e+01 1.412596853070635989e+05
4.952329999999999899e+01 1.464844932124379266e+05
4.957079999999999842e+01 1.522527758018352033e+05
4.961829999999999785e+01 1.586526725308710593e+05
4.966579999999999728e+01 1.659014759670986386e+05
4.971329999999999671e+01 1.753854798879924056e+05
4.976069999999999993e+01 1.878544893301636912e+05
4.980819999999999936e+01 2.010168664760981628e+05
4.985569999999999879e+01 2.138252375648661109e+05
4.990319999999999823e+01 2.277696807628796960e+05
4.995069999999999766e+01 2.438233019846604147e+05
4.999819999999999709e+01 2.629824946283673053e+05
5.004560000000000031e+01 2.860023958093435504e+05
5.009309999999999974e+01 3.121422031956447172e+05
5.014059999999999917e+01 3.415072854417243507e+05
5.018809999999999860e+01 3.735535664979679859e+05
5.023559999999999803e+01 4.054373011181242764e+05
5.028300000000000125e+01 4.352740830691849696e+05
5.033050000000000068e+01 4.623407461213378701e+05
5.037800000000000011e+01 4.825350008702475461e+05
5.042549999999999955e+01 4.912714792995371972e+05
5.047299999999999898e+01 4.844695250937084784e+05
5.052049999999999841e+01 4.629205926229474717e+05
5.056790000000000163e+01 4.340901366334963241e+05
5.061540000000000106e+01 4.050159901131073129e+05
5.066290000000000049e+01 3.779224196987561882e+05
5.071039999999999992e+01 3.525444912382632610e+05
5.075789999999999935e+01 3.289323109070807695e+05
5.080530000000000257e+01 3.075813911143658333e+05
5.085280000000000200e+01 2.921205661656048615e+05
5.090030000000000143e+01 2.863624597596590174e+05
5.094780000000000086e+01 2.899802288404577994e+05
5.099530000000000030e+01 2.982515777372841258e+05
5.104279999999999973e+01 3.056703683376159170e+05
5.109020000000000294e+01 3.068952453420231468e+05
5.113770000000000238e+01 3.001869744922908721e+05
5.118520000000000181e+01 2.899811816175396671e+05
5.123270000000000124e+01 2.794295960216918029e+05
5.128020000000000067e+01 2.653232780593193020e+05
5.132759999999999678e+01 2.458493812585628766e+05
5.137510000000000332e+01 2.244645167604862654e+05
5.142260000000000275e+01 2.053840347729107307e+05
5.147010000000000218e+01 1.897242487671077251e+05
5.151760000000000161e+01 1.774151755868926703e+05
5.156510000000000105e+01 1.675072774081106763e+05
5.161249999999999716e+01 1.579422250749340456e+05
5.165999999999999659e+01 1.468295935529560957e+05
5.170750000000000313e+01 1.347136914505672175e+05
5.175500000000000256e+01 1.226916497146399488e+05
5.180250000000000199e+01 1.117229829435265710e+05
5.184989999999999810e+01 1.020196841092542163e+05
5.189739999999999753e+01 9.441855705494429276e+04
5.194489999999999696e+01 8.874874112149565190e+04
5.199240000000000350e+01 8.545061817718046950e+04
5.203990000000000293e+01 8.509053046991919109e+04
5.208729999999999905e+01 8.669227669639642409e+04
5.213479999999999848e+01 8.805315864947492082e+04
5.218229999999999791e+01 8.904101622244250029e+04
5.222979999999999734e+01 9.075140604424667254e+04
5.227729999999999677e+01 9.364745068783580791e+04
5.232480000000000331e+01 9.810442450065164303e+04
5.237219999999999942e+01 1.038585313005846692e+05
5.241969999999999885e+01 1.112045165241573268e+05
5.246719999999999828e+01 1.196363830565633980e+05
5.251469999999999771e+01 1.271941320191067498e+05
5.256219999999999715e+01 1.312898861688492179e+05
5.260960000000000036e+01 1.310173861965671094e+05
5.265709999999999980e+01 1.277660051678098971e+05
5.270459999999999923e+01 1.226991411562493304e+05
5.275209999999999866e+01 1.165610545992626576e+05
5.279959999999999809e+01 1.097127147598541487e+05
5.284709999999999752e+01 1.027197128639781586e+05
5.289450000000000074e+01 9.651621225320095255e+04
5.294200000000000017e+01 9.094028638397598115e+04
5.298949999999999960e+01 8.591603087691641122e+04
5.303699999999999903e+01 8.126486668032135640e+04
5.308449999999999847e+01 7.568562716700187593e+04
5.313190000000000168e+01 6.849666045491513796e+04
5.317940000000000111e+01 6.024379448627026431e+04
5.322690000000000055e+01 5.186359309476270573e+04
5.327439999999999998e+01 4.401935119472371298e+04
5.332189999999999941e+01 3.765975369932660396e+04
5.336939999999999884e+01 3.279222635019897280e+04
5.341680000000000206e+01 2.942231726759619778e+04
5.346430000000000149e+01 2.689624693124821715e+04
5.351180000000000092e+01 2.521448640258867454e+04
5.355930000000000035e+01 2.409456148406349166e+04
5.360679999999999978e+01 2.316339908098761589e+04
5.365420000000000300e+01 2.251522584494359398e+04
5.370170000000000243e+01 2.177448773892551617e+04
5.374920000000000186e+01 2.112830085735644025e+04
5.379670000000000130e+01 2.038774476145929293e+04
5.384420000000000073e+01 1.974098176537397012e+04
5.389170000000000016e+01 1.909322842542809667e+04
5.393910000000000338e+01 1.863232745053421604e+04
5.398660000000000281e+01 1.835884342852688496e+04
5.403410000000000224e+01 1.817946169666669084e+04
5.408160000000000167e+01 1.837556422721532726e+04
5.412910000000000110e+01 1.838451675624139170e+04
5.417649999999999721e+01 1.858230385955430756e+04
5.422399999999999665e+01 1.878093209703819957e+04
5.427150000000000318e+01 1.879331894412334441e+04
5.431900000000000261e+01 1.871170220911086653e+04
5.436650000000000205e+01 1.834767621795028026e+04
5.441389999999999816e+01 1.798294453465192055e+04
5.446139999999999759e+01 1.761703990480970242e+04
5.450889999999999702e+01 1.743964296149575603e+04
5.455639999999999645e+01 1.716767245583494150e+04
5.460390000000000299e+01 1.699034844085839359e+04
5.465140000000000242e+01 1.662291559868614058e+04
5.469879999999999853e+01 1.653943182268978489e+04
5.474629999999999797e+01 1.626604498031917319e+04
5.479379999999999740e+01 1.608747523539018584e+04
5.484129999999999683e+01 1.581364761327401538e+04
5.488880000000000337e+01 1.572922000878435392e+04
5.493619999999999948e+01 1.554955085830834469e+04
5.498369999999999891e+01 1.565429452837099052e+04
5.503119999999999834e+01 1.566480695676063442e+04
5.507869999999999777e+01 1.577005695146653852e+04
5.512619999999999720e+01 1.587577411193896296e+04
